
t
|S|9393|9400|-0.01|0.03|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9424|0.04|0.03|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9449|0.04|-0.06|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9474|0.01|-0.08|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9498|0.02|-0.01|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9523|0.03|0.03|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9548|0.03|-0.06|0.00|0.000000|0.000000|-1.84|0.00|0|0|0|0|0|E|
|S|9393|9569|0.02|0.03|0.00|-88.112815|42.069774|-1.84|0.64|0|0|0|0|0|E|
|S|9393|9594|0.02|0.16|0.00|-88.112815|42.069774|-1.85|0.64|0|0|0|0|0|E|
|S|9393|9616|0.07|0.04|0.00|-88.112815|42.069774|-1.84|0.64|0|0|0|0|0|E|
|S|9393|9637|0.09|0.04|0.00|-88.112815|42.069774|-1.84|0.64|0|0|0|0|0|E|
|S|9393|9658|0.10|0.07|0.00|-88.112815|42.069774|-1.84|0.64|0|0|0|0|0|E|
|S|9393|9679|0.05|-0.01|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9701|0.06|-0.10|0.00|-88.112815|42.069774|-1.85|0.64|8|0|0|0|0|E|
|S|9393|9726|0.04|-0.02|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9747|-0.01|0.05|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9768|0.02|-0.00|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9790|0.03|-0.12|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9816|0.04|-0.08|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9842|0.07|0.04|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9868|0.09|-0.06|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9894|0.04|-0.12|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|9915|-0.02|-0.06|0.00|-88.112815|42.069774|-1.83|0.64|8|0|0|0|0|E|
|S|9393|9942|-0.01|-0.03|0.00|-88.112815|42.069774|-1.83|0.64|8|0|0|0|0|E|
|S|9393|9968|-0.01|-0.10|0.00|-88.112815|42.069774|-1.83|0.64|8|0|0|0|0|E|
|S|9393|9989|0.00|-0.12|0.00|-88.112815|42.069774|-1.83|0.64|8|0|0|0|0|E|
|S|9393|10014|0.03|-0.01|0.00|-88.112815|42.069774|-1.82|0.64|8|0|0|0|0|E|
|S|9393|10036|0.08|-0.08|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10061|0.06|-0.18|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10082|0.00|-0.12|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10108|0.03|-0.08|0.00|-88.112815|42.069774|-1.80|0.64|8|0|0|0|0|E|
|S|9393|10134|0.07|-0.14|0.00|-88.112815|42.069774|-1.80|0.64|8|0|0|0|0|E|
|S|9393|10155|0.10|-0.06|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10180|0.15|-0.04|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10202|0.18|-0.13|0.00|-88.112815|42.069774|-1.79|0.64|8|0|0|0|0|E|
|S|9393|10227|0.10|-0.13|0.00|-88.112815|42.069774|-1.79|0.64|8|0|0|0|0|E|
|S|9393|10249|0.10|-0.04|0.00|-88.112815|42.069774|-1.78|0.64|8|0|0|0|0|E|
|S|9393|10274|0.10|-0.08|0.00|-88.112815|42.069774|-1.79|0.64|8|0|0|0|0|E|
|S|9393|10294|0.10|-0.09|0.00|-88.112815|42.069774|-1.79|0.64|8|0|0|0|0|E|
|S|9393|10320|0.08|-0.05|0.00|-88.112815|42.069774|-1.80|0.64|8|0|0|0|0|E|
|S|9393|10341|0.08|-0.02|0.00|-88.112815|42.069774|-1.80|0.64|8|0|0|0|0|E|
|S|9393|10362|0.11|-0.04|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10383|0.12|-0.07|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10408|0.12|-0.03|0.00|-88.112815|42.069774|-1.81|0.64|8|0|0|0|0|E|
|S|9393|10430|0.08|-0.07|0.00|-88.112815|42.069774|-1.82|0.64|8|0|0|0|0|E|
|S|9393|10456|0.05|-0.07|0.00|-88.112815|42.069774|-1.83|0.64|8|0|0|0|0|E|
|S|9393|10481|0.02|-0.02|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|10503|0.04|-0.02|0.00|-88.112815|42.069774|-1.84|0.64|8|0|0|0|0|E|
|S|9393|10529|0.05|-0.04|0.00|-88.112815|42.069774|-1.85|0.64|8|0|0|0|0|E|
|S|9393|10550|-0.02|-0.03|0.00|-88.112815|42.069774|-1.85|0.64|8|0|0|0|0|E|
|S|9393|10571|-0.05|-0.02|0.00|-88.112823|42.069774|-1.86|1.06|8|0|0|0|0|E|
|S|9393|10593|-0.06|-0.05|0.00|-88.112823|42.069774|-1.86|1.06|8|0|0|0|0|E|
|S|9393|10619|-0.02|-0.06|0.00|-88.112823|42.069774|-1.87|1.06|8|0|0|0|0|E|
|S|9393|10640|-0.02|-0.03|0.00|-88.112823|42.069774|-1.87|1.06|8|0|0|0|0|E|
|S|9393|10661|-0.04|0.03|0.00|-88.112823|42.069774|-1.88|1.06|8|0|0|0|0|E|
|S|9393|10683|-0.05|0.04|0.00|-88.112823|42.069774|-1.88|1.06|8|0|0|0|0|E|
|S|9393|10708|-0.07|0.08|0.00|-88.112823|42.069774|-1.88|1.06|8|0|0|0|0|E|
|S|9393|10729|-0.07|0.07|0.00|-88.112823|42.069774|-1.88|1.06|8|0|0|0|0|E|
|S|9393|10750|-0.02|0.03|0.00|-88.112823|42.069774|-1.88|1.06|8|0|0|0|0|E|
|S|9393|10772|0.01|0.01|0.00|-88.112823|42.069774|-1.87|1.06|8|0|0|0|0|E|
|S|9393|10798|-0.02|0.04|0.00|-88.112823|42.069774|-1.86|1.06|8|0|0|0|0|E|
|S|9393|10824|-0.02|-0.04|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10846|-0.06|-0.02|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10871|-0.07|0.07|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10892|-0.05|0.05|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10913|0.00|0.00|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10935|0.01|-0.03|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10960|-0.04|0.06|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|10981|-0.04|0.02|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|11002|-0.03|0.01|0.00|-88.112823|42.069774|-1.86|1.06|8|0|0|0|0|E|
|S|9393|11028|-0.03|0.02|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|11049|-0.04|0.03|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|11075|-0.03|0.01|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
|S|9393|11101|-0.04|0.02|0.00|-88.112823|42.069774|-1.85|1.06|8|0|0|0|0|E|
